sitesubplot,species,year,oldSpecies,location,experiment,site,plot,subplot,subplota,abundance,unitAbund,family,duration,growth,durationDetail,growthDetail 
HAY_Kansas_e1q1A_3,bouteloua gracilis,1949,bouteloua gracilis,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,9.745201187,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q1A_3,bouteloua gracilis,1953,bouteloua gracilis,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,6.481558976,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q1A_3,bouteloua gracilis,1954,bouteloua gracilis,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,10.95625701,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q1A_3,bouteloua gracilis,1964,bouteloua gracilis,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,7.480885431,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q1A_3,bouteloua gracilis,1961,bouteloua gracilis,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,25.77169764,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q1A_3,bouteloua hirsuta,1972,bouteloua hirsuta,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,5.458538681,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q1A_3,bromus japonicus,1965,bromus japonicus,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.474178238,area_cm2,poaceae,annual,graminoid,annual,graminoid
HAY_Kansas_e1q1A_3,bromus japonicus,1968,bromus japonicus,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.076979625,area_cm2,poaceae,annual,graminoid,annual,graminoid
HAY_Kansas_e1q1A_3,carex gravida,1972,carex gravida,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.11163579,area_cm2,cyperaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q1A_3,chamaesyce sp,1965,chamaesyce spp.,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.007045244,area_cm2,euphorbiaceae,annual,forb/herb,annual,forb/herb
HAY_Kansas_e1q1A_3,conyza canadensis,1969,conyza canadensis,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.014647723,area_cm2,asteraceae,annual,forb/herb,annual,forb/herb
HAY_Kansas_e1q1A_3,conyza canadensis,1970,conyza canadensis,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.014760403,area_cm2,asteraceae,annual,forb/herb,annual,forb/herb
HAY_Kansas_e1q1A_3,elymus elymoides,1967,sitanion hystrix,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.755895481,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q1A_3,elymus elymoides,1955,sitanion hystrix,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.197047291,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q1A_3,elymus elymoides,1968,sitanion hystrix,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.006998157,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q1A_3,elymus elymoides,1957,sitanion hystrix,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,1.35302994,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q1A_3,elymus elymoides,1970,sitanion hystrix,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.082295408,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q1A_3,elymus elymoides,1956,sitanion hystrix,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.27669796,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q1A_3,hedeoma hispida,1957,hedeoma hispida,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.007602111,area_cm2,lamiaceae,annual,forb/herb,annual,forb/herb
HAY_Kansas_e1q1A_3,helianthus annuus,1953,helianthus annuus,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.007367945,area_cm2,asteraceae,annual,forb/herb,annual,forb/herb
HAY_Kansas_e1q1A_3,helianthus annuus,1957,helianthus annuus,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.015204356,area_cm2,asteraceae,annual,forb/herb,annual,forb/herb
HAY_Kansas_e1q1A_3,helianthus maximiliani,1972,helianthus maximiliani,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.007150153,area_cm2,asteraceae,perennial,forb/herb,perennial,forb/herb
HAY_Kansas_e1q1A_3,lactuca ludoviciana,1957,lactuca ludoviciana,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.0228066,area_cm2,asteraceae,perennial,forb/herb,biennial/perennial,forb/herb
HAY_Kansas_e1q1A_3,lactuca ludoviciana,1972,lactuca ludoviciana,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.007150101,area_cm2,asteraceae,perennial,forb/herb,biennial/perennial,forb/herb
HAY_Kansas_e1q1A_3,panicum capillare,1965,panicum capillare,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.198943233,area_cm2,poaceae,annual,graminoid,annual,graminoid
HAY_Kansas_e1q1A_3,psoralidium tenuiflorum,1957,psoralea tenuiflora,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.01520425,area_cm2,fabaceae,perennial,forb/herb,perennial,forb/herb
HAY_Kansas_e1q1A_3,psoralidium tenuiflorum,1965,psoralea tenuiflora,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.028181062,area_cm2,fabaceae,perennial,forb/herb,perennial,forb/herb
HAY_Kansas_e1q1A_3,psoralidium tenuiflorum,1966,psoralea tenuiflora,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.014290198,area_cm2,fabaceae,perennial,forb/herb,perennial,forb/herb
HAY_Kansas_e1q1A_3,psoralidium tenuiflorum,1964,psoralea tenuiflora,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.007131882,area_cm2,fabaceae,perennial,forb/herb,perennial,forb/herb
HAY_Kansas_e1q1A_3,psoralidium tenuiflorum,1972,psoralea tenuiflora,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.007150117,area_cm2,fabaceae,perennial,forb/herb,perennial,forb/herb
HAY_Kansas_e1q1A_3,psoralidium tenuiflorum,1960,psoralea tenuiflora,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.00674972,area_cm2,fabaceae,perennial,forb/herb,perennial,forb/herb
HAY_Kansas_e1q1A_3,psoralidium tenuiflorum,1969,psoralea tenuiflora,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.007323852,area_cm2,fabaceae,perennial,forb/herb,perennial,forb/herb
HAY_Kansas_e1q1A_3,psoralidium tenuiflorum,1970,psoralea tenuiflora,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.051661656,area_cm2,fabaceae,perennial,forb/herb,perennial,forb/herb
HAY_Kansas_e1q1A_3,psoralidium tenuiflorum,1968,psoralea tenuiflora,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.034990708,area_cm2,fabaceae,perennial,forb/herb,perennial,forb/herb
HAY_Kansas_e1q1A_3,psoralidium tenuiflorum,1967,psoralea tenuiflora,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.007343611,area_cm2,fabaceae,perennial,forb/herb,perennial,forb/herb
HAY_Kansas_e1q1A_3,ratibida columnifera,1952,ratibida columnifera,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.014657809,area_cm2,asteraceae,perennial,forb/herb,perennial,forb/herb
HAY_Kansas_e1q1A_3,ratibida columnifera,1951,ratibida columnifera,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.01429594,area_cm2,asteraceae,perennial,forb/herb,perennial,forb/herb
HAY_Kansas_e1q1A_3,salsola tragus,1957,salsola iberica,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.030408585,area_cm2,chenopodiaceae,annual,forb/herb,annual,forb/herb
HAY_Kansas_e1q1A_3,schedonnardus paniculatus,1947,schedonnardus paniculatus,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.148767138,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q1A_3,schedonnardus paniculatus,1949,schedonnardus paniculatus,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.240418262,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q1A_3,schizachyrium scoparium,1970,schizachyrium scoparium,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,1.134287758,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q1A_3,schizachyrium scoparium,1972,schizachyrium scoparium,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,1.41787186,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q1A_3,schizachyrium scoparium,1966,schizachyrium scoparium,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,1.79571747,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q1A_3,schizachyrium scoparium,1969,schizachyrium scoparium,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.510506287,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q1A_3,schizachyrium scoparium,1971,schizachyrium scoparium,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.25565855,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q1A_3,schizachyrium scoparium,1968,schizachyrium scoparium,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.064082875,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q1A_3,sporobolus asper,1965,sporobolus asper,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.231698303,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q1A_3,sporobolus cryptandrus,1969,sporobolus cryptandrus,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.673008118,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q1A_3,sporobolus cryptandrus,1965,sporobolus cryptandrus,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,3.101836514,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q1A_3,sporobolus cryptandrus,1951,sporobolus cryptandrus,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,2.124567361,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q1A_3,sporobolus cryptandrus,1943,sporobolus cryptandrus,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,10.8113254,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q1A_3,sporobolus cryptandrus,1966,sporobolus cryptandrus,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.215893305,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q1A_3,sporobolus cryptandrus,1949,sporobolus cryptandrus,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,4.250438517,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q1A_3,sporobolus cryptandrus,1957,sporobolus cryptandrus,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.782943398,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q1A_3,sporobolus cryptandrus,1970,sporobolus cryptandrus,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.375830975,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q1A_3,sporobolus cryptandrus,1953,sporobolus cryptandrus,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,2.399744488,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q1A_3,sporobolus cryptandrus,1945,sporobolus cryptandrus,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,2.153025121,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q1A_3,sporobolus cryptandrus,1947,sporobolus cryptandrus,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,4.523927822,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q1A_3,sporobolus cryptandrus,1956,sporobolus cryptandrus,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,2.391941247,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q1A_3,sporobolus cryptandrus,1955,sporobolus cryptandrus,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.960921374,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q1A_3,sporobolus cryptandrus,1963,sporobolus cryptandrus,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.267274054,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q1A_3,sporobolus cryptandrus,1960,sporobolus cryptandrus,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.552875156,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q1A_3,sporobolus cryptandrus,1946,sporobolus cryptandrus,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,2.121504119,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q1A_3,sporobolus cryptandrus,1972,sporobolus cryptandrus,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.390034442,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q1A_3,sporobolus cryptandrus,1964,sporobolus cryptandrus,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.558031559,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q1A_3,sporobolus cryptandrus,1952,sporobolus cryptandrus,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.819006671,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q1A_3,sporobolus cryptandrus,1950,sporobolus cryptandrus,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,2.403422728,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q1A_3,sporobolus cryptandrus,1959,sporobolus cryptandrus,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.444915559,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q1A_3,sporobolus cryptandrus,1962,sporobolus cryptandrus,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.804406328,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q1A_3,sporobolus cryptandrus,1944,sporobolus cryptandrus,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,8.291787139,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q1A_3,sporobolus cryptandrus,1954,sporobolus cryptandrus,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,1.710573533,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q1A_3,sporobolus cryptandrus,1948,sporobolus cryptandrus,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,8.357012806,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q1A_3,sporobolus cryptandrus,1961,sporobolus cryptandrus,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.994569003,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q1A_3,sporobolus cryptandrus,1968,sporobolus cryptandrus,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.034990889,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q1A_3,stenaria nigricans,1965,hedyotis nigricans,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.00704524,area_cm2,rubiaceae,perennial,forb/herb,perennial,forb/herb
HAY_Kansas_e1q1A_3,symphyotrichum ericoides,1953,aster ericoides,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.007367978,area_cm2,asteraceae,perennial,forb/herb,perennial,forb/herb
HAY_Kansas_e1q1A_3,symphyotrichum ericoides,1965,aster ericoides,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.014090468,area_cm2,asteraceae,perennial,forb/herb,perennial,forb/herb
HAY_Kansas_e1q1A_3,symphyotrichum ericoides,1970,aster ericoides,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.053098083,area_cm2,asteraceae,perennial,forb/herb,perennial,forb/herb
HAY_Kansas_e1q1A_3,symphyotrichum ericoides,1971,aster ericoides,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.021369953,area_cm2,asteraceae,perennial,forb/herb,perennial,forb/herb
HAY_Kansas_e1q1A_3,symphyotrichum ericoides,1961,aster ericoides,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.007087344,area_cm2,asteraceae,perennial,forb/herb,perennial,forb/herb
HAY_Kansas_e1q1A_3,symphyotrichum ericoides,1968,aster ericoides,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.062862679,area_cm2,asteraceae,perennial,forb/herb,perennial,forb/herb
HAY_Kansas_e1q1A_3,symphyotrichum ericoides,1962,aster ericoides,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.35721511,area_cm2,asteraceae,perennial,forb/herb,perennial,forb/herb
HAY_Kansas_e1q1A_3,symphyotrichum ericoides,1972,aster ericoides,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.021450472,area_cm2,asteraceae,perennial,forb/herb,perennial,forb/herb
HAY_Kansas_e1q1A_3,symphyotrichum ericoides,1967,aster ericoides,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.051405304,area_cm2,asteraceae,perennial,forb/herb,perennial,forb/herb
HAY_Kansas_e1q1A_3,symphyotrichum fendleri,1966,aster fendleri,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.007145075,area_cm2,asteraceae,perennial,forb/herb,perennial,forb/herb
HAY_Kansas_e1q1A_3,symphyotrichum oblongifolium,1969,aster oblongifolius,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.014647648,area_cm2,asteraceae,perennial,forb/herb,perennial,forb/herb
HAY_Kansas_e1q1A_3,symphyotrichum oblongifolium,1966,aster oblongifolius,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.007145051,area_cm2,asteraceae,perennial,forb/herb,perennial,forb/herb
HAY_Kansas_e1q1A_3,tragopogon pratensis,1962,tragopogon pratensis,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.00674839,area_cm2,asteraceae,perennial,forb/herb,biennial,forb/herb
HAY_Kansas_e1q1A_3,tridens flavus,1965,tridens flavus,HAY,Kansas,HAY_Kansas,e1q1A,3,e1q1A_3,0.228518009,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q2_2,ambrosia psilostachya,1944,ambrosia psilostachya,HAY,Kansas,HAY_Kansas,e1q2,2,e1q2_2,0.020985278,area_cm2,asteraceae,perennial,forb/herb,perennial,forb/herb
HAY_Kansas_e1q2_2,ambrosia psilostachya,1966,ambrosia psilostachya,HAY,Kansas,HAY_Kansas,e1q2,2,e1q2_2,0.093318328,area_cm2,asteraceae,perennial,forb/herb,perennial,forb/herb
HAY_Kansas_e1q2_2,ambrosia psilostachya,1943,ambrosia psilostachya,HAY,Kansas,HAY_Kansas,e1q2,2,e1q2_2,0.007108331,area_cm2,asteraceae,perennial,forb/herb,perennial,forb/herb
HAY_Kansas_e1q2_2,ambrosia psilostachya,1971,ambrosia psilostachya,HAY,Kansas,HAY_Kansas,e1q2,2,e1q2_2,0.078025022,area_cm2,asteraceae,perennial,forb/herb,perennial,forb/herb
HAY_Kansas_e1q2_2,ambrosia psilostachya,1957,ambrosia psilostachya,HAY,Kansas,HAY_Kansas,e1q2,2,e1q2_2,0.058669417,area_cm2,asteraceae,perennial,forb/herb,perennial,forb/herb
HAY_Kansas_e1q2_2,ambrosia psilostachya,1947,ambrosia psilostachya,HAY,Kansas,HAY_Kansas,e1q2,2,e1q2_2,0.007117137,area_cm2,asteraceae,perennial,forb/herb,perennial,forb/herb
HAY_Kansas_e1q2_2,ambrosia psilostachya,1948,ambrosia psilostachya,HAY,Kansas,HAY_Kansas,e1q2,2,e1q2_2,0.087803245,area_cm2,asteraceae,perennial,forb/herb,perennial,forb/herb
HAY_Kansas_e1q2_2,ambrosia psilostachya,1964,ambrosia psilostachya,HAY,Kansas,HAY_Kansas,e1q2,2,e1q2_2,0.014194121,area_cm2,asteraceae,perennial,forb/herb,perennial,forb/herb
HAY_Kansas_e1q2_2,ambrosia psilostachya,1951,ambrosia psilostachya,HAY,Kansas,HAY_Kansas,e1q2,2,e1q2_2,0.051073211,area_cm2,asteraceae,perennial,forb/herb,perennial,forb/herb
HAY_Kansas_e1q2_2,ambrosia psilostachya,1949,ambrosia psilostachya,HAY,Kansas,HAY_Kansas,e1q2,2,e1q2_2,0.345781388,area_cm2,asteraceae,perennial,forb/herb,perennial,forb/herb
HAY_Kansas_e1q2_2,ambrosia psilostachya,1968,ambrosia psilostachya,HAY,Kansas,HAY_Kansas,e1q2,2,e1q2_2,0.135926713,area_cm2,asteraceae,perennial,forb/herb,perennial,forb/herb
HAY_Kansas_e1q2_2,ambrosia psilostachya,1956,ambrosia psilostachya,HAY,Kansas,HAY_Kansas,e1q2,2,e1q2_2,0.02926477,area_cm2,asteraceae,perennial,forb/herb,perennial,forb/herb
HAY_Kansas_e1q2_2,ambrosia psilostachya,1965,ambrosia psilostachya,HAY,Kansas,HAY_Kansas,e1q2,2,e1q2_2,0.088038402,area_cm2,asteraceae,perennial,forb/herb,perennial,forb/herb
HAY_Kansas_e1q2_2,ambrosia psilostachya,1969,ambrosia psilostachya,HAY,Kansas,HAY_Kansas,e1q2,2,e1q2_2,0.036717989,area_cm2,asteraceae,perennial,forb/herb,perennial,forb/herb
HAY_Kansas_e1q2_2,ambrosia psilostachya,1950,ambrosia psilostachya,HAY,Kansas,HAY_Kansas,e1q2,2,e1q2_2,0.130109062,area_cm2,asteraceae,perennial,forb/herb,perennial,forb/herb
HAY_Kansas_e1q2_2,ambrosia psilostachya,1958,ambrosia psilostachya,HAY,Kansas,HAY_Kansas,e1q2,2,e1q2_2,0.201786065,area_cm2,asteraceae,perennial,forb/herb,perennial,forb/herb
HAY_Kansas_e1q2_2,ambrosia psilostachya,1972,ambrosia psilostachya,HAY,Kansas,HAY_Kansas,e1q2,2,e1q2_2,0.092474428,area_cm2,asteraceae,perennial,forb/herb,perennial,forb/herb
HAY_Kansas_e1q2_2,ambrosia psilostachya,1955,ambrosia psilostachya,HAY,Kansas,HAY_Kansas,e1q2,2,e1q2_2,0.021789404,area_cm2,asteraceae,perennial,forb/herb,perennial,forb/herb
HAY_Kansas_e1q2_2,ambrosia psilostachya,1960,ambrosia psilostachya,HAY,Kansas,HAY_Kansas,e1q2,2,e1q2_2,0.020268444,area_cm2,asteraceae,perennial,forb/herb,perennial,forb/herb
HAY_Kansas_e1q2_2,andropogon gerardii,1972,andropogon gerardii,HAY,Kansas,HAY_Kansas,e1q2,2,e1q2_2,1.569249954,area_cm2,fabaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q2_2,andropogon gerardii,1971,andropogon gerardii,HAY,Kansas,HAY_Kansas,e1q2,2,e1q2_2,1.140882854,area_cm2,fabaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q2_2,aristida longiseta,1972,aristida longiseta,HAY,Kansas,HAY_Kansas,e1q2,2,e1q2_2,1.8618306,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q2_2,aristida longiseta,1971,aristida longiseta,HAY,Kansas,HAY_Kansas,e1q2,2,e1q2_2,0.408064385,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q2_2,aristida longiseta,1966,aristida longiseta,HAY,Kansas,HAY_Kansas,e1q2,2,e1q2_2,4.39514832,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q2_2,aristida longiseta,1963,aristida longiseta,HAY,Kansas,HAY_Kansas,e1q2,2,e1q2_2,0.427548485,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q2_2,aristida longiseta,1967,aristida longiseta,HAY,Kansas,HAY_Kansas,e1q2,2,e1q2_2,2.123545913,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q2_2,aristida longiseta,1969,aristida longiseta,HAY,Kansas,HAY_Kansas,e1q2,2,e1q2_2,6.97741913,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q2_2,aristida longiseta,1968,aristida longiseta,HAY,Kansas,HAY_Kansas,e1q2,2,e1q2_2,1.658880177,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q2_2,aristida purpurea,1965,aristida purpurea,HAY,Kansas,HAY_Kansas,e1q2,2,e1q2_2,2.415896,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q2_2,bouteloua curtipendula,1971,bouteloua curtipendula,HAY,Kansas,HAY_Kansas,e1q2,2,e1q2_2,1.554540443,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q2_2,bouteloua curtipendula,1965,bouteloua curtipendula,HAY,Kansas,HAY_Kansas,e1q2,2,e1q2_2,0.455897408,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q2_2,bouteloua curtipendula,1970,bouteloua curtipendula,HAY,Kansas,HAY_Kansas,e1q2,2,e1q2_2,3.804710562,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q2_2,bouteloua curtipendula,1969,bouteloua curtipendula,HAY,Kansas,HAY_Kansas,e1q2,2,e1q2_2,3.042909928,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q2_2,bouteloua curtipendula,1972,bouteloua curtipendula,HAY,Kansas,HAY_Kansas,e1q2,2,e1q2_2,0.907185898,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q2_2,bouteloua dactyloides,1949,buchloe dactyloides,HAY,Kansas,HAY_Kansas,e1q2,2,e1q2_2,13.47501091,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q2_2,bouteloua dactyloides,1944,buchloe dactyloides,HAY,Kansas,HAY_Kansas,e1q2,2,e1q2_2,60.4725928,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
HAY_Kansas_e1q2_2,bouteloua dactyloides,1953,buchloe dactyloides,HAY,Kansas,HAY_Kansas,e1q2,2,e1q2_2,8.113102659,area_cm2,poaceae,perennial,graminoid,perennial,graminoid
