"year","site","habitat","project","plot","subplot","uniqueID","species","unitAbund","scaleAbund","abundance"
"1952","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","bouteloua gracilis","area_cm2","1m2",73.91508844
"1950","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","bouteloua gracilis","area_cm2","1m2",84.9022827
"1945","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","bouteloua gracilis","area_cm2","1m2",19.44773635
"1958","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","bouteloua gracilis","area_cm2","1m2",28.81777948
"1971","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","bouteloua gracilis","area_cm2","1m2",45.69974707
"1948","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","bouteloua gracilis","area_cm2","1m2",32.79606674
"1969","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","chenopodium album","area_cm2","1m2",0.222790427
"1965","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","chenopodium album","area_cm2","1m2",0.022314454
"1957","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","chenopodium album","area_cm2","1m2",0.022413882
"1947","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","cirsium ochrocentrum","area_cm2","1m2",0.014160508
"1958","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","cirsium ochrocentrum","area_cm2","1m2",0.005927646
"1952","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","cirsium undulatum","area_cm2","1m2",0.00736239
"1950","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","cirsium undulatum","area_cm2","1m2",0.007360695
"1951","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","cirsium undulatum","area_cm2","1m2",0.014084879
"1957","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","cirsium undulatum","area_cm2","1m2",0.005237175
"1969","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","cirsium undulatum","area_cm2","1m2",0.005794653
"1971","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","cirsium undulatum","area_cm2","1m2",0.02368759
"1972","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","cirsium undulatum","area_cm2","1m2",0.017414724
"1956","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","cirsium undulatum","area_cm2","1m2",0.014572379
"1955","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","cirsium undulatum","area_cm2","1m2",0.007196592
"1965","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","cirsium undulatum","area_cm2","1m2",0.0055786
"1957","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","erysimum asperum","area_cm2","1m2",0.005603456
"1970","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","helianthus annuus","area_cm2","1m2",0.00596294
"1956","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","psoralidium tenuiflorum","area_cm2","1m2",0.058060273
"1967","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","psoralidium tenuiflorum","area_cm2","1m2",0.028970399
"1954","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","psoralidium tenuiflorum","area_cm2","1m2",0.022058223
"1947","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","psoralidium tenuiflorum","area_cm2","1m2",0.035401143
"1946","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","psoralidium tenuiflorum","area_cm2","1m2",0.05902411
"1966","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","psoralidium tenuiflorum","area_cm2","1m2",0.054268884
"1955","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","psoralidium tenuiflorum","area_cm2","1m2",0.014393271
"1953","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","psoralidium tenuiflorum","area_cm2","1m2",0.05105465
"1972","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","psoralidium tenuiflorum","area_cm2","1m2",0.081268364
"1957","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","psoralidium tenuiflorum","area_cm2","1m2",0.067035942
"1962","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","psoralidium tenuiflorum","area_cm2","1m2",0.084007337
"1965","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","psoralidium tenuiflorum","area_cm2","1m2",0.033471765
"1944","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","psoralidium tenuiflorum","area_cm2","1m2",0.035035179
"1952","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","psoralidium tenuiflorum","area_cm2","1m2",0.051408037
"1964","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","psoralidium tenuiflorum","area_cm2","1m2",0.064420572
"1961","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","psoralidium tenuiflorum","area_cm2","1m2",0.065047635
"1968","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","psoralidium tenuiflorum","area_cm2","1m2",0.069856037
"1960","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","psoralidium tenuiflorum","area_cm2","1m2",0.044184259
"1958","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","psoralidium tenuiflorum","area_cm2","1m2",0.023710352
"1970","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","psoralidium tenuiflorum","area_cm2","1m2",0.053667138
"1959","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","psoralidium tenuiflorum","area_cm2","1m2",0.035599598
"1969","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","psoralidium tenuiflorum","area_cm2","1m2",0.034768103
"1949","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","ratibida columnifera","area_cm2","1m2",0.007327396
"1957","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","salsola tragus","area_cm2","1m2",0.005603461
"1957","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","solanum rostratum","area_cm2","1m2",0.01120692
"1957","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","sporobolus asper","area_cm2","1m2",3.941571366
"1958","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","sporobolus asper","area_cm2","1m2",1.118077096
"1965","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","stenaria nigricans","area_cm2","1m2",0.005578608
"1967","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","stenaria nigricans","area_cm2","1m2",0.005794044
"1972","hay",NA,"Kansas","e1q2","4","HAY_Kansas_e1q2_4","tragopogon pratensis","area_cm2","1m2",0.005804876
"1966","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","ambrosia psilostachya","area_cm2","1m2",0.081774322
"1949","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","ambrosia psilostachya","area_cm2","1m2",0.152520517
"1951","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","ambrosia psilostachya","area_cm2","1m2",0.131941655
"1946","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","ambrosia psilostachya","area_cm2","1m2",0.009245157
"1958","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","ambrosia psilostachya","area_cm2","1m2",0.18200419
"1947","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","ambrosia psilostachya","area_cm2","1m2",0.156741204
"1960","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","ambrosia psilostachya","area_cm2","1m2",0.013772827
"1969","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","ambrosia psilostachya","area_cm2","1m2",0.014296754
"1953","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","ambrosia psilostachya","area_cm2","1m2",0.028435712
"1952","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","ambrosia psilostachya","area_cm2","1m2",0.043492122
"1943","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","ambrosia psilostachya","area_cm2","1m2",0.087323575
"1956","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","ambrosia psilostachya","area_cm2","1m2",0.028053374
"1944","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","ambrosia psilostachya","area_cm2","1m2",0.041972967
"1957","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","ambrosia psilostachya","area_cm2","1m2",0.079950675
"1968","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","ambrosia psilostachya","area_cm2","1m2",0.087405064
"1964","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","ambrosia psilostachya","area_cm2","1m2",0.006595432
"1950","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","ambrosia psilostachya","area_cm2","1m2",0.087594637
"1971","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","ambrosia psilostachya","area_cm2","1m2",0.036259949
"1945","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","ambrosia psilostachya","area_cm2","1m2",0.022081735
"1948","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","ambrosia psilostachya","area_cm2","1m2",0.084429187
"1972","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","ambrosia psilostachya","area_cm2","1m2",0.062675717
"1965","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","ambrosia psilostachya","area_cm2","1m2",0.013987942
"1970","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","ambrosia psilostachya","area_cm2","1m2",0.030389926
"1969","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","andropogon gerardii","area_cm2","1m2",5.12104797
"1968","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","andropogon gerardii","area_cm2","1m2",0.007283775
"1972","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","andropogon gerardii","area_cm2","1m2",1.200150935
"1970","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","andropogon gerardii","area_cm2","1m2",1.11804015
"1971","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","andropogon gerardii","area_cm2","1m2",0.299475718
"1967","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua curtipendula","area_cm2","1m2",2.031925202
"1964","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua curtipendula","area_cm2","1m2",5.90971985
"1972","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua curtipendula","area_cm2","1m2",13.09018631
"1963","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua curtipendula","area_cm2","1m2",2.257696059
"1968","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua curtipendula","area_cm2","1m2",8.119187229
"1969","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua curtipendula","area_cm2","1m2",12.13905753
"1966","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua curtipendula","area_cm2","1m2",9.81016357
"1960","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua curtipendula","area_cm2","1m2",0.577492599
"1971","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua curtipendula","area_cm2","1m2",11.80674255
"1965","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua curtipendula","area_cm2","1m2",7.0416449
"1970","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua curtipendula","area_cm2","1m2",15.39317166
"1961","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua curtipendula","area_cm2","1m2",0.31430778
"1962","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua curtipendula","area_cm2","1m2",0.399725011
"1945","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua dactyloides","area_cm2","1m2",77.9326172
"1954","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua dactyloides","area_cm2","1m2",11.2701169
"1947","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua dactyloides","area_cm2","1m2",45.55155013
"1960","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua dactyloides","area_cm2","1m2",7.974486474
"1946","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua dactyloides","area_cm2","1m2",67.74251757
"1951","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua dactyloides","area_cm2","1m2",11.99543982
"1972","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua dactyloides","area_cm2","1m2",14.3952122
"1971","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua dactyloides","area_cm2","1m2",3.11841841
"1965","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua dactyloides","area_cm2","1m2",14.08235053
"1967","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua dactyloides","area_cm2","1m2",3.795201599
"1943","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua dactyloides","area_cm2","1m2",74.91944557
"1968","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua dactyloides","area_cm2","1m2",1.203226669
"1949","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua dactyloides","area_cm2","1m2",31.74320749
"1948","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua dactyloides","area_cm2","1m2",72.2720186
"1963","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua dactyloides","area_cm2","1m2",12.72140805
"1956","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua dactyloides","area_cm2","1m2",3.433110584
"1955","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua dactyloides","area_cm2","1m2",5.512439774
"1958","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua dactyloides","area_cm2","1m2",3.596578814
"1952","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua dactyloides","area_cm2","1m2",22.34615194
"1966","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua dactyloides","area_cm2","1m2",0.038090942
"1969","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua dactyloides","area_cm2","1m2",1.005027656
"1953","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua dactyloides","area_cm2","1m2",26.8092073
"1957","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua dactyloides","area_cm2","1m2",4.640511704
"1964","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua dactyloides","area_cm2","1m2",5.649934994
"1961","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua dactyloides","area_cm2","1m2",6.311429008
"1950","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua dactyloides","area_cm2","1m2",27.98847213
"1970","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua dactyloides","area_cm2","1m2",12.46846689
"1959","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua dactyloides","area_cm2","1m2",1.715841953
"1944","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua dactyloides","area_cm2","1m2",66.81222508
"1962","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua dactyloides","area_cm2","1m2",0.83420002
"1966","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua gracilis","area_cm2","1m2",30.76905894
"1943","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua gracilis","area_cm2","1m2",21.51143981
"1962","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua gracilis","area_cm2","1m2",26.01130038
"1945","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua gracilis","area_cm2","1m2",15.93227286
"1970","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua gracilis","area_cm2","1m2",53.62564479
"1965","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua gracilis","area_cm2","1m2",37.5393996
"1955","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua gracilis","area_cm2","1m2",23.64595242
"1954","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua gracilis","area_cm2","1m2",15.36907251
"1958","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua gracilis","area_cm2","1m2",32.50152503
"1947","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua gracilis","area_cm2","1m2",10.59033413
"1968","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua gracilis","area_cm2","1m2",23.41554209
"1971","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua gracilis","area_cm2","1m2",17.74623761
"1956","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua gracilis","area_cm2","1m2",18.41013019
"1950","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua gracilis","area_cm2","1m2",62.9388623
"1960","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua gracilis","area_cm2","1m2",18.09839037
"1952","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua gracilis","area_cm2","1m2",63.00869875
"1963","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua gracilis","area_cm2","1m2",18.94358201
"1951","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua gracilis","area_cm2","1m2",73.1006543
"1972","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua gracilis","area_cm2","1m2",14.78828518
"1967","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua gracilis","area_cm2","1m2",15.70146509
"1948","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua gracilis","area_cm2","1m2",19.80481701
"1953","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua gracilis","area_cm2","1m2",19.01249359
"1961","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua gracilis","area_cm2","1m2",29.63170031
"1969","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua gracilis","area_cm2","1m2",61.21068175
"1959","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua gracilis","area_cm2","1m2",25.71324136
"1957","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua gracilis","area_cm2","1m2",32.61224422
"1949","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua gracilis","area_cm2","1m2",63.0109056
"1964","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua gracilis","area_cm2","1m2",43.97529539
"1944","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua gracilis","area_cm2","1m2",29.5357633
"1946","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua gracilis","area_cm2","1m2",24.07612628
"1966","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","bouteloua hirsuta","area_cm2","1m2",0.779065017
"1969","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","chenopodium album","area_cm2","1m2",0.014699273
"1957","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","chenopodium album","area_cm2","1m2",0.007268296
"1951","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","cirsium undulatum","area_cm2","1m2",0.00733002
"1972","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","cirsium undulatum","area_cm2","1m2",0.035777754
"1958","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","cirsium undulatum","area_cm2","1m2",0.007284028
"1970","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","cirsium undulatum","area_cm2","1m2",0.022792487
"1952","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","cirsium undulatum","area_cm2","1m2",0.01898011
"1954","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","cirsium undulatum","area_cm2","1m2",0.007253454
"1948","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","cirsium undulatum","area_cm2","1m2",0.043906962
"1955","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","cirsium undulatum","area_cm2","1m2",0.007203162
"1968","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","cirsium undulatum","area_cm2","1m2",0.007283715
"1950","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","cirsium undulatum","area_cm2","1m2",0.007475542
"1953","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","cirsium undulatum","area_cm2","1m2",0.021326689
"1949","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","cirsium undulatum","area_cm2","1m2",0.007262828
"1958","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","croton monanthogynus","area_cm2","1m2",0.007284113
"1967","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","elymus elymoides","area_cm2","1m2",0.18526815
"1968","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","elymus elymoides","area_cm2","1m2",0.007283733
"1957","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","elymus elymoides","area_cm2","1m2",0.478468628
"1972","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","euphorbia marginata","area_cm2","1m2",0.014311136
"1969","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","helianthus annuus","area_cm2","1m2",0.007349587
"1970","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","helianthus annuus","area_cm2","1m2",0.007597517
"1972","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","helianthus annuus","area_cm2","1m2",0.014311172
"1972","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","lactuca ludoviciana","area_cm2","1m2",0.007155616
"1944","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","packera plattensis","area_cm2","1m2",0.006967661
"1960","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","pascopyrum smithii","area_cm2","1m2",0.354113846
"1966","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","pascopyrum smithii","area_cm2","1m2",0.020435125
"1972","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","psoralidium tenuiflorum","area_cm2","1m2",0.107333989
"1965","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","psoralidium tenuiflorum","area_cm2","1m2",0.167884933
"1947","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","psoralidium tenuiflorum","area_cm2","1m2",0.141989321
"1960","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","psoralidium tenuiflorum","area_cm2","1m2",0.041318616
"1969","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","psoralidium tenuiflorum","area_cm2","1m2",0.188015199
"1957","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","psoralidium tenuiflorum","area_cm2","1m2",0.043524461
"1944","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","psoralidium tenuiflorum","area_cm2","1m2",0.034977304
"1952","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","psoralidium tenuiflorum","area_cm2","1m2",0.0652381
"1961","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","psoralidium tenuiflorum","area_cm2","1m2",0.062054454
"1962","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","psoralidium tenuiflorum","area_cm2","1m2",0.050074968
"1967","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","psoralidium tenuiflorum","area_cm2","1m2",0.090758829
"1943","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","psoralidium tenuiflorum","area_cm2","1m2",0.021830911
"1955","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","psoralidium tenuiflorum","area_cm2","1m2",0.057624853
"1956","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","psoralidium tenuiflorum","area_cm2","1m2",0.049093801
"1946","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","psoralidium tenuiflorum","area_cm2","1m2",0.033041298
"1966","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","psoralidium tenuiflorum","area_cm2","1m2",0.135981349
"1970","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","psoralidium tenuiflorum","area_cm2","1m2",0.113962417
"1964","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","psoralidium tenuiflorum","area_cm2","1m2",0.052763183
"1959","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","psoralidium tenuiflorum","area_cm2","1m2",0.086014916
"1954","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","psoralidium tenuiflorum","area_cm2","1m2",0.050345073
"1968","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","psoralidium tenuiflorum","area_cm2","1m2",0.123796478
"1953","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","psoralidium tenuiflorum","area_cm2","1m2",0.062154914
"1965","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","stenaria nigricans","area_cm2","1m2",0.006993973
"1969","hay",NA,"Kansas","e1q2","5","HAY_Kansas_e1q2_5","tragopogon pratensis","area_cm2","1m2",0.007349588
"1949","hay",NA,"Kansas","e1q2","6","HAY_Kansas_e1q2_6","ambrosia psilostachya","area_cm2","1m2",0.094901284
"1969","hay",NA,"Kansas","e1q2","6","HAY_Kansas_e1q2_6","ambrosia psilostachya","area_cm2","1m2",0.09979323
"1968","hay",NA,"Kansas","e1q2","6","HAY_Kansas_e1q2_6","ambrosia psilostachya","area_cm2","1m2",0.042919812
"1954","hay",NA,"Kansas","e1q2","6","HAY_Kansas_e1q2_6","ambrosia psilostachya","area_cm2","1m2",0.007226161
"1971","hay",NA,"Kansas","e1q2","6","HAY_Kansas_e1q2_6","ambrosia psilostachya","area_cm2","1m2",0.043279879
"1960","hay",NA,"Kansas","e1q2","6","HAY_Kansas_e1q2_6","ambrosia psilostachya","area_cm2","1m2",0.006767838
"1967","hay",NA,"Kansas","e1q2","6","HAY_Kansas_e1q2_6","ambrosia psilostachya","area_cm2","1m2",0.035074949
