site,year,season,date,web,transect,block,plot,subplot,quad,treatment,kartez,genus,sp.epithet,family,LifeHistory,PhotoPath,FunctionalGroup,cover,volume,biomass.BM,biomass.BIM,SiteCluster,MetStation,season.precip,GDD,SPEI.comp
EDGE_black,2016,spring,2016-05-03,NA,NA,2,21,NA,2,C,PLPA2,Plantago,patagonica,Plantaginaceae,annual,C3,forb,0.79,5.86,0.78524,0.78524,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,2,26,NA,3,E,PHCR,Phacelia,crenulata,Hydrophyllaceae,annual,C3,forb,18.95,260.85,9.19075,9.19075,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,10,9,NA,3,D,CRCR3,Cryptantha,crassisepala,Boraginaceae,annual,C3,forb,1.91,11.63,7.85774,7.85774,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,9,8,NA,1,D,HODR,Hoffmannseggia,drepanocarpa,Fabaceae,perennial,C3,forb,1.05,9.15,1.197,1.197,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,2,30,NA,1,D,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,37.9,793.5,77.9224,77.9224,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,6,19,NA,3,E,DEPI,Descurainia,pinnata,Brassicaceae,perennial,C3,forb,4.1,81.5,7.68955,7.68955,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,4,24,NA,3,E,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,2.9,19.95,5.9624,5.9624,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,9,8,NA,4,D,CRCR3,Cryptantha,crassisepala,Boraginaceae,annual,C3,forb,0.67,2.07,2.75638,2.75638,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,7,5,NA,4,D,PLPA2,Plantago,patagonica,Plantaginaceae,annual,C3,forb,2.3,9.7,1.2998,1.2998,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,7,5,NA,4,D,CRCR3,Cryptantha,crassisepala,Boraginaceae,annual,C3,forb,3.35,16.35,13.7819,13.7819,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,10,1,NA,4,C,HODR,Hoffmannseggia,drepanocarpa,Fabaceae,perennial,C3,forb,0.35,0.8,0.399,0.399,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,3,29,NA,1,D,DEPI,Descurainia,pinnata,Brassicaceae,perennial,C3,forb,0.1,1.5,0.18755,0.18755,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,5,17,NA,2,C,SPORO,Sporobolus,NA,Poaceae,perennial,C4,grass,0.1,0.4,0.2461,0.2461,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,4,24,NA,3,E,ASFE2,Astragalus,missouriensis,Fabaceae,perennial,C3,forb,0.05,0.1,0.10175,0.10175,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,9,2,NA,1,E,PHCR,Phacelia,crenulata,Hydrophyllaceae,annual,C3,forb,10.05,162.65,4.87425,4.87425,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,6,18,NA,2,C,PLPA2,Plantago,patagonica,Plantaginaceae,annual,C3,forb,2.61,15.37,2.05958,2.05958,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,7,4,NA,4,C,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,25.9,313.9,53.2504,53.2504,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,5,17,NA,1,C,PHCR,Phacelia,crenulata,Hydrophyllaceae,annual,C3,forb,0.71,8.28,0.34435,0.34435,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,3,28,NA,1,E,CRCR3,Cryptantha,crassisepala,Boraginaceae,annual,C3,forb,0.25,2.25,1.0285,1.0285,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,2,21,NA,4,C,GUSA2,Gutierrezia,sarothrae,Asteraceae,perennial,C3,shrub,0.25,5.75,1.8895,1.8895,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,2,21,NA,1,C,PLPA2,Plantago,patagonica,Plantaginaceae,annual,C3,forb,0.23,0.89,0.11926,0.11926,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,4,14,NA,4,D,PHCR,Phacelia,crenulata,Hydrophyllaceae,annual,C3,forb,1.57,15.73,0.76145,0.76145,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,6,19,NA,1,E,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,7.95,65.4,16.3452,16.3452,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,5,17,NA,1,C,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,37.6,519.8,77.3056,77.3056,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,7,5,NA,4,D,PHCR,Phacelia,crenulata,Hydrophyllaceae,annual,C3,forb,0.6,7.2,0.291,0.291,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,3,27,NA,3,C,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,34.35,679.55,70.6236,70.6236,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,9,8,NA,3,D,PLPA2,Plantago,patagonica,Plantaginaceae,annual,C3,forb,1.3,6.8,0.9112,0.9112,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,9,8,NA,1,D,SPPO6,Sphaeralcea,polychroma,Malvaceae,perennial,C3,forb,0.85,5.05,2.03405,2.03405,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,9,2,NA,3,E,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,0.1,0.4,0.2056,0.2056,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,4,24,NA,4,E,HODR,Hoffmannseggia,drepanocarpa,Fabaceae,perennial,C3,forb,2,14,2.28,2.28,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,7,6,NA,4,E,CRCR3,Cryptantha,crassisepala,Boraginaceae,annual,C3,forb,0.75,5.75,3.0855,3.0855,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,5,17,NA,3,C,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,58.7,910.8,120.6872,120.6872,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,9,11,NA,3,C,PHCR,Phacelia,crenulata,Hydrophyllaceae,annual,C3,forb,0.75,3.95,0.36375,0.36375,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,7,6,NA,1,E,ASFE2,Astragalus,missouriensis,Fabaceae,perennial,C3,forb,0.1,0.4,0.2035,0.2035,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,7,5,NA,2,D,CHLA10,Chamaesyce,lata,Euphorbiaceae,perennial,C4,forb,5.35,14.2,7.90195,7.90195,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,5,17,NA,2,C,GUSA2,Gutierrezia,sarothrae,Asteraceae,perennial,C3,shrub,0.15,0.8,1.1337,1.1337,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,8,7,NA,2,C,SPPO6,Sphaeralcea,polychroma,Malvaceae,perennial,C3,forb,0.75,9,1.79475,1.79475,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,1,25,NA,3,D,LIPU4,Linum,puberulum,Linaceae,annual,C3,forb,1.55,27.25,0.75175,0.75175,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,7,5,NA,4,D,MAPIP,Machaeranthera,pinnatifida,Asteraceae,perennial,C3,forb,1.2,16.8,2.4036,2.4036,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,5,13,NA,3,D,GUSA2,Gutierrezia,sarothrae,Asteraceae,perennial,C3,shrub,1,21,7.558,7.558,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,1,23,NA,2,C,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,35.15,401.35,72.2684,72.2684,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,1,23,NA,3,C,SPPO6,Sphaeralcea,polychroma,Malvaceae,perennial,C3,forb,0.25,1,0.59825,0.59825,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,1,22,NA,1,E,PLPA2,Plantago,patagonica,Plantaginaceae,annual,C3,forb,2,14.65,1.9631,1.9631,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,2,30,NA,3,D,MUAR2,Muhlenbergia,arenicola,Poaceae,perennial,C4,grass,1,18,0.392463,1.869,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,7,5,NA,3,D,SPPO6,Sphaeralcea,polychroma,Malvaceae,perennial,C3,forb,6.1,101.1,14.5973,14.5973,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,8,3,NA,4,E,PHCR,Phacelia,crenulata,Hydrophyllaceae,annual,C3,forb,10.5,164,5.0925,5.0925,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,7,5,NA,1,D,PLPA2,Plantago,patagonica,Plantaginaceae,annual,C3,forb,0.8,4.55,0.6097,0.6097,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,8,7,NA,1,C,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,20.35,216.65,41.8396,41.8396,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,8,7,NA,4,C,SPORO,Sporobolus,NA,Poaceae,perennial,C4,grass,0.75,12,1.84575,1.84575,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,1,25,NA,2,D,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,31.75,468.25,65.278,65.278,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,9,11,NA,4,C,HODR,Hoffmannseggia,drepanocarpa,Fabaceae,perennial,C3,forb,0.5,1.5,0.57,0.57,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,7,5,NA,1,D,SPPO6,Sphaeralcea,polychroma,Malvaceae,perennial,C3,forb,0.3,2.55,0.7179,0.7179,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,5,17,NA,1,C,MUAR2,Muhlenbergia,arenicola,Poaceae,perennial,C4,grass,1,9,0.392463,1.869,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,3,28,NA,2,E,ASFE2,Astragalus,missouriensis,Fabaceae,perennial,C3,forb,0.25,1.25,0.50875,0.50875,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,5,16,NA,1,E,PHCR,Phacelia,crenulata,Hydrophyllaceae,annual,C3,forb,16.1,260.95,7.8085,7.8085,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,4,14,NA,3,D,CRCR3,Cryptantha,crassisepala,Boraginaceae,annual,C3,forb,4.35,15.15,17.8959,17.8959,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,3,27,NA,2,C,MUAR2,Muhlenbergia,arenicola,Poaceae,perennial,C4,grass,0.5,2,0.1962315,0.9345,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,2,30,NA,3,D,CRCR3,Cryptantha,crassisepala,Boraginaceae,annual,C3,forb,4.65,53.5,19.1301,19.1301,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,10,1,NA,3,C,CHLA10,Chamaesyce,lata,Euphorbiaceae,perennial,C4,forb,0.75,5.1,1.10775,1.10775,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,2,21,NA,3,C,PHCR,Phacelia,crenulata,Hydrophyllaceae,annual,C3,forb,3.55,38.9,1.72175,1.72175,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,3,28,NA,3,E,ASFE2,Astragalus,missouriensis,Fabaceae,perennial,C3,forb,0.45,2.75,0.91575,0.91575,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,8,12,NA,3,D,CRCR3,Cryptantha,crassisepala,Boraginaceae,annual,C3,forb,0.98,5.58,4.03172,4.03172,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,1,22,NA,1,E,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,1.11,5.52,2.28216,2.28216,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,6,19,NA,3,E,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,1.95,12.15,4.0092,4.0092,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,4,15,NA,3,C,HODR,Hoffmannseggia,drepanocarpa,Fabaceae,perennial,C3,forb,1.5,3,1.71,1.71,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,6,18,NA,3,C,ASFE2,Astragalus,missouriensis,Fabaceae,perennial,C3,forb,0.05,0.2,0.10175,0.10175,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,1,22,NA,3,E,CRCR3,Cryptantha,crassisepala,Boraginaceae,annual,C3,forb,2.5,23,10.285,10.285,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,8,12,NA,1,D,HODR,Hoffmannseggia,drepanocarpa,Fabaceae,perennial,C3,forb,0.35,0.8,0.399,0.399,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,3,27,NA,1,C,DEPI,Descurainia,pinnata,Brassicaceae,perennial,C3,forb,0.11,2.35,0.206305,0.206305,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,1,25,NA,1,D,ASFE2,Astragalus,missouriensis,Fabaceae,perennial,C3,forb,0.1,0.2,0.2035,0.2035,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,6,19,NA,1,E,PLPA2,Plantago,patagonica,Plantaginaceae,annual,C3,forb,0.61,2.8,0.3752,0.3752,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,6,19,NA,3,E,PHCR,Phacelia,crenulata,Hydrophyllaceae,annual,C3,forb,14.76,191.12,7.1586,7.1586,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,10,1,NA,1,C,PLPA2,Plantago,patagonica,Plantaginaceae,annual,C3,forb,0.75,4.5,0.603,0.603,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,2,21,NA,4,C,CHLA10,Chamaesyce,lata,Euphorbiaceae,perennial,C4,forb,2.1,4.45,3.1017,3.1017,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,7,6,NA,1,E,PHCR,Phacelia,crenulata,Hydrophyllaceae,annual,C3,forb,5.8,79.25,2.813,2.813,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,9,8,NA,1,D,ASFE2,Astragalus,missouriensis,Fabaceae,perennial,C3,forb,0.01,0.02,0.02035,0.02035,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,3,29,NA,2,D,PLPA2,Plantago,patagonica,Plantaginaceae,annual,C3,forb,0.31,2.14,0.28676,0.28676,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,2,26,NA,2,E,PHCR,Phacelia,crenulata,Hydrophyllaceae,annual,C3,forb,9.9,155,4.8015,4.8015,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,4,24,NA,1,E,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,0.25,2.5,0.514,0.514,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,8,12,NA,2,D,SPPO6,Sphaeralcea,polychroma,Malvaceae,perennial,C3,forb,3.6,30.6,8.6148,8.6148,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,4,14,NA,2,D,CRCR3,Cryptantha,crassisepala,Boraginaceae,annual,C3,forb,5.18,19.98,21.31052,21.31052,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,5,13,NA,1,D,DEPI,Descurainia,pinnata,Brassicaceae,perennial,C3,forb,0.1,1.4,0.18755,0.18755,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,8,12,NA,2,D,PLPA2,Plantago,patagonica,Plantaginaceae,annual,C3,forb,3.27,20.86,2.79524,2.79524,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,8,12,NA,2,D,LEFE,Lesquerella,fendleri,Brassicaceae,perennial,C3,forb,0.1,0.2,0.3165,0.3165,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,2,30,NA,4,D,PLPA2,Plantago,patagonica,Plantaginaceae,annual,C3,forb,3.84,31.41,4.20894,4.20894,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,1,23,NA,3,C,PHCR,Phacelia,crenulata,Hydrophyllaceae,annual,C3,forb,4.6,61.05,2.231,2.231,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,2,21,NA,2,C,PHCR,Phacelia,crenulata,Hydrophyllaceae,annual,C3,forb,2.13,21.42,1.03305,1.03305,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,10,10,NA,3,E,DEPI,Descurainia,pinnata,Brassicaceae,perennial,C3,forb,8.95,167.1,16.785725,16.785725,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,1,25,NA,4,D,PHCR,Phacelia,crenulata,Hydrophyllaceae,annual,C3,forb,0.95,15.55,0.46075,0.46075,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,1,22,NA,1,E,ASFE2,Astragalus,missouriensis,Fabaceae,perennial,C3,forb,0.81,4.86,1.64835,1.64835,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,3,27,NA,2,C,DEPI,Descurainia,pinnata,Brassicaceae,perennial,C3,forb,0.05,0.65,0.093775,0.093775,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,1,22,NA,2,E,CRCR3,Cryptantha,crassisepala,Boraginaceae,annual,C3,forb,0.5,4,2.057,2.057,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,4,14,NA,1,D,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,12.4,93.75,25.4944,25.4944,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,2,30,NA,1,D,PHCR,Phacelia,crenulata,Hydrophyllaceae,annual,C3,forb,2.8,50.2,1.358,1.358,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,2,26,NA,2,E,HODR,Hoffmannseggia,drepanocarpa,Fabaceae,perennial,C3,forb,1,6,1.14,1.14,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,6,19,NA,1,E,PHCR,Phacelia,crenulata,Hydrophyllaceae,annual,C3,forb,21,284.75,10.185,10.185,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,4,24,NA,2,E,PLPA2,Plantago,patagonica,Plantaginaceae,annual,C3,forb,1.51,7.52,1.00768,1.00768,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,10,9,NA,3,D,SPPO6,Sphaeralcea,polychroma,Malvaceae,perennial,C3,forb,1.1,5.9,2.6323,2.6323,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,5,13,NA,1,D,CRCR3,Cryptantha,crassisepala,Boraginaceae,annual,C3,forb,3.6,14.65,14.8104,14.8104,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,6,20,NA,3,D,CRCR3,Cryptantha,crassisepala,Boraginaceae,annual,C3,forb,10,77.75,41.14,41.14,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,2,30,NA,3,D,HODR,Hoffmannseggia,drepanocarpa,Fabaceae,perennial,C3,forb,4.1,20.3,4.674,4.674,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,10,9,NA,2,D,GUSA2,Gutierrezia,sarothrae,Asteraceae,perennial,C3,shrub,1.5,31.5,11.337,11.337,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,8,12,NA,4,D,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,1.75,10.15,3.598,3.598,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,9,2,NA,3,E,LIPU4,Linum,puberulum,Linaceae,annual,C3,forb,1.05,12.95,0.50925,0.50925,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,1,23,NA,4,C,ASFE2,Astragalus,missouriensis,Fabaceae,perennial,C3,forb,0.15,0.4,0.30525,0.30525,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,6,18,NA,3,C,PLPA2,Plantago,patagonica,Plantaginaceae,annual,C3,forb,0.46,2.08,0.27872,0.27872,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,6,18,NA,1,C,ASFE2,Astragalus,missouriensis,Fabaceae,perennial,C3,forb,0.05,0.15,0.10175,0.10175,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,10,10,NA,4,E,PHCR,Phacelia,crenulata,Hydrophyllaceae,annual,C3,forb,30.82,373.25,14.9477,14.9477,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,1,25,NA,4,D,LIPU4,Linum,puberulum,Linaceae,annual,C3,forb,0.85,13.4,0.41225,0.41225,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,9,2,NA,1,E,CHLA10,Chamaesyce,lata,Euphorbiaceae,perennial,C4,forb,7.2,24.15,10.6344,10.6344,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,6,20,NA,2,D,DEPI,Descurainia,pinnata,Brassicaceae,perennial,C3,forb,3.05,77.75,5.720275,5.720275,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,9,11,NA,1,C,CHLA10,Chamaesyce,lata,Euphorbiaceae,perennial,C4,forb,1.9,4.7,2.8063,2.8063,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,6,18,NA,4,C,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,41.25,571.5,84.81,84.81,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,1,25,NA,3,D,SATR12,Salsola,tragus,Chenopodiaceae,annual,C4,forb,0.01,0.02,0.04033,0.04033,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,2,21,NA,3,C,LIPU4,Linum,puberulum,Linaceae,annual,C3,forb,0.11,1.28,0.05335,0.05335,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,9,2,NA,2,E,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,0.65,3.5,1.3364,1.3364,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,7,6,NA,4,E,PLPA2,Plantago,patagonica,Plantaginaceae,annual,C3,forb,2.08,7.26,0.97284,0.97284,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,2,26,NA,2,E,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,0.1,0.4,0.2056,0.2056,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,2,26,NA,4,E,LEFE,Lesquerella,fendleri,Brassicaceae,perennial,C3,forb,0.11,0.43,0.34815,0.34815,FivePoints,49,29.25531915,1512.393,-0.048604261
EDGE_black,2016,spring,2016-05-03,NA,NA,10,1,NA,1,C,SPORO,Sporobolus,NA,Poaceae,perennial,C4,grass,10,182,24.61,24.61,FivePoints,49,29.25531915,1512.393,-0.048604261
