"Spcode","Species","Site","Plot","Block","Trt","Year","avg.cover"
15,"Artemesia_ludoviciana","KNZ",14,5,"con",2015,1
15,"Artemesia_ludoviciana","KNZ",29,10,"int",2019,6.5
15,"Artemesia_ludoviciana","KNZ",29,10,"int",2017,3
15,"Artemesia_ludoviciana","HYS",9,3,"int",2018,14
15,"Artemesia_ludoviciana","KNZ",29,10,"int",2018,7
15,"Artemesia_ludoviciana","CHY",15,5,"chr",2012,0.25
15,"Artemesia_ludoviciana","HYS",30,10,"int",2021,1.5
15,"Artemesia_ludoviciana","KNZ",6,2,"chr",2017,0.5
15,"Artemesia_ludoviciana","KNZ",9,3,"con",2021,0.75
15,"Artemesia_ludoviciana","HYS",26,9,"con",2016,30.5
15,"Artemesia_ludoviciana","HYS",7,3,"con",2012,0.5
15,"Artemesia_ludoviciana","HYS",4,2,"int",2015,3.25
15,"Artemesia_ludoviciana","HYS",7,3,"con",2020,1
15,"Artemesia_ludoviciana","KNZ",1,1,"int",2016,0.25
15,"Artemesia_ludoviciana","KNZ",20,7,"chr",2020,0.5
15,"Artemesia_ludoviciana","KNZ",1,1,"int",2014,0.5
15,"Artemesia_ludoviciana","HYS",6,2,"con",2012,2
15,"Artemesia_ludoviciana","KNZ",14,5,"con",2013,0.5
15,"Artemesia_ludoviciana","KNZ",6,2,"chr",2021,2
15,"Artemesia_ludoviciana","KNZ",29,10,"int",2020,7
15,"Artemesia_ludoviciana","HYS",6,2,"con",2016,2.25
15,"Artemesia_ludoviciana","HYS",6,2,"con",2017,1.5
15,"Artemesia_ludoviciana","KNZ",2,1,"chr",2014,4.75
15,"Artemesia_ludoviciana","HYS",9,3,"int",2013,4.5
15,"Artemesia_ludoviciana","HYS",26,9,"con",2020,42.5
15,"Artemesia_ludoviciana","KNZ",20,7,"chr",2019,0.5
15,"Artemesia_ludoviciana","KNZ",20,7,"chr",2018,0.5
15,"Artemesia_ludoviciana","KNZ",29,10,"int",2016,0.5
15,"Artemesia_ludoviciana","HYS",6,2,"con",2013,8.25
15,"Artemesia_ludoviciana","KNZ",15,5,"int",2018,1.25
15,"Artemesia_ludoviciana","HYS",1,1,"chr",2019,1
15,"Artemesia_ludoviciana","KNZ",5,2,"int",2018,0.75
15,"Artemesia_ludoviciana","KNZ",2,1,"chr",2016,10
15,"Artemesia_ludoviciana","HYS",7,3,"con",2015,1.25
15,"Artemesia_ludoviciana","HYS",6,2,"con",2015,2
15,"Artemesia_ludoviciana","HYS",8,3,"chr",2014,0.25
15,"Artemesia_ludoviciana","HYS",9,3,"int",2017,2.5
15,"Artemesia_ludoviciana","HYS",4,2,"int",2017,3.5
15,"Artemesia_ludoviciana","KNZ",2,1,"chr",2017,15
15,"Artemesia_ludoviciana","KNZ",20,7,"chr",2017,0.25
15,"Artemesia_ludoviciana","HYS",9,3,"int",2021,2.25
15,"Artemesia_ludoviciana","HYS",26,9,"con",2018,28
15,"Artemesia_ludoviciana","KNZ",2,1,"chr",2013,5.75
15,"Artemesia_ludoviciana","KNZ",6,2,"chr",2020,1.25
15,"Artemesia_ludoviciana","HYS",1,1,"chr",2018,1.5
15,"Artemesia_ludoviciana","HYS",26,9,"con",2013,16
15,"Artemesia_ludoviciana","KNZ",14,5,"con",2016,0.75
15,"Artemesia_ludoviciana","HYS",4,2,"int",2019,5.25
15,"Artemesia_ludoviciana","HYS",4,2,"int",2013,4.75
15,"Artemesia_ludoviciana","KNZ",14,5,"con",2017,0.75
15,"Artemesia_ludoviciana","HYS",4,2,"int",2018,10.25
15,"Artemesia_ludoviciana","HYS",26,9,"con",2015,28.25
15,"Artemesia_ludoviciana","HYS",6,2,"con",2018,1
15,"Artemesia_ludoviciana","KNZ",15,5,"int",2015,0.25
15,"Artemesia_ludoviciana","KNZ",6,2,"chr",2016,0.25
15,"Artemesia_ludoviciana","KNZ",14,5,"con",2014,0.5
15,"Artemesia_ludoviciana","KNZ",5,2,"int",2017,0.25
15,"Artemesia_ludoviciana","HYS",4,2,"int",2014,4
15,"Artemesia_ludoviciana","KNZ",15,5,"int",2019,0.75
15,"Artemesia_ludoviciana","HYS",9,3,"int",2016,7
15,"Artemesia_ludoviciana","KNZ",14,5,"con",2018,0.5
15,"Artemesia_ludoviciana","KNZ",6,2,"chr",2013,0.25
15,"Artemesia_ludoviciana","HYS",7,3,"con",2013,1.5
15,"Artemesia_ludoviciana","KNZ",1,1,"int",2013,0.5
15,"Artemesia_ludoviciana","HYS",26,9,"con",2021,23.25
15,"Artemesia_ludoviciana","KNZ",1,1,"int",2017,0.75
15,"Artemesia_ludoviciana","KNZ",2,1,"chr",2018,10
15,"Artemesia_ludoviciana","HYS",9,3,"int",2014,5.5
16,"Artemesia_frigida","CHY",12,4,"con",2015,1.25
16,"Artemesia_frigida","SGS",5,2,"int",2018,1
16,"Artemesia_frigida","SGS",16,6,"con",2017,13.25
16,"Artemesia_frigida","SGS",9,3,"int",2019,3.5
16,"Artemesia_frigida","CHY",10,4,"chr",2015,8.75
16,"Artemesia_frigida","SGS",29,10,"chr",2013,3.5
16,"Artemesia_frigida","SGS",4,2,"con",2020,1
16,"Artemesia_frigida","SGS",23,8,"con",2016,0.5
16,"Artemesia_frigida","SGS",15,5,"int",2014,1
16,"Artemesia_frigida","CHY",13,5,"int",2015,0.25
16,"Artemesia_frigida","CHY",5,2,"con",2014,12.75
16,"Artemesia_frigida","SGS",19,7,"int",2019,2
16,"Artemesia_frigida","CHY",22,8,"chr",2016,1.5
16,"Artemesia_frigida","SGS",4,2,"con",2019,12
16,"Artemesia_frigida","CHY",26,9,"con",2021,3.75
16,"Artemesia_frigida","SGS",3,1,"int",2015,6
16,"Artemesia_frigida","SGS",30,10,"con",2015,6.75
16,"Artemesia_frigida","CHY",27,9,"int",2012,1.75
16,"Artemesia_frigida","CHY",9,3,"chr",2013,0.75
16,"Artemesia_frigida","CHY",4,2,"chr",2021,0.25
16,"Artemesia_frigida","SGS",5,2,"int",2017,2.75
16,"Artemesia_frigida","CHY",4,2,"chr",2012,0.5
16,"Artemesia_frigida","CHY",7,3,"int",2013,5.75
16,"Artemesia_frigida","SGS",25,9,"chr",2014,1.25
16,"Artemesia_frigida","CHY",12,4,"con",2016,2.25
16,"Artemesia_frigida","CHY",26,9,"con",2012,0.75
16,"Artemesia_frigida","SGS",21,7,"chr",2019,1
16,"Artemesia_frigida","CHY",2,1,"chr",2016,7
16,"Artemesia_frigida","CHY",5,2,"con",2019,1
16,"Artemesia_frigida","SGS",22,8,"int",2018,0.25
16,"Artemesia_frigida","SGS",24,8,"chr",2017,8.75
16,"Artemesia_frigida","SGS",25,9,"chr",2019,8.75
16,"Artemesia_frigida","CHY",11,4,"int",2017,5.25
16,"Artemesia_frigida","CHY",3,1,"con",2013,5.75
16,"Artemesia_frigida","CHY",17,6,"chr",2014,8.25
16,"Artemesia_frigida","SGS",28,10,"int",2019,4.25
16,"Artemesia_frigida","SGS",2,1,"chr",2013,0.5
16,"Artemesia_frigida","SGS",4,2,"con",2018,9.75
16,"Artemesia_frigida","SGS",11,4,"int",2019,2
16,"Artemesia_frigida","SGS",13,5,"con",2012,0.25
16,"Artemesia_frigida","CHY",17,6,"chr",2018,4.5
16,"Artemesia_frigida","SGS",6,2,"chr",2018,1.25
16,"Artemesia_frigida","SGS",9,3,"int",2018,2.25
16,"Artemesia_frigida","CHY",2,1,"chr",2017,5.75
16,"Artemesia_frigida","CHY",12,4,"con",2014,2.25
16,"Artemesia_frigida","CHY",30,10,"chr",2017,0.5
16,"Artemesia_frigida","CHY",16,6,"int",2019,14.25
16,"Artemesia_frigida","CHY",8,3,"con",2020,0.25
16,"Artemesia_frigida","SGS",2,1,"chr",2012,2
16,"Artemesia_frigida","SGS",19,7,"int",2014,0.75
16,"Artemesia_frigida","CHY",20,7,"chr",2017,1.75
16,"Artemesia_frigida","SGS",29,10,"chr",2020,0.5
16,"Artemesia_frigida","CHY",2,1,"chr",2012,2.5
16,"Artemesia_frigida","CHY",1,1,"int",2018,4
16,"Artemesia_frigida","CHY",17,6,"chr",2012,1
16,"Artemesia_frigida","CHY",17,6,"chr",2013,3.25
16,"Artemesia_frigida","SGS",12,4,"chr",2014,2
16,"Artemesia_frigida","CHY",28,10,"int",2013,0.25
16,"Artemesia_frigida","SGS",10,4,"con",2018,22.75
16,"Artemesia_frigida","CHY",23,8,"con",2021,0.75
16,"Artemesia_frigida","CHY",10,4,"chr",2020,1
16,"Artemesia_frigida","CHY",24,8,"int",2016,5
16,"Artemesia_frigida","CHY",26,9,"con",2014,6.75
16,"Artemesia_frigida","SGS",7,3,"chr",2012,0.5
16,"Artemesia_frigida","SGS",8,3,"con",2015,4.25
16,"Artemesia_frigida","SGS",20,7,"con",2020,0.5
16,"Artemesia_frigida","CHY",19,7,"int",2020,2.5
16,"Artemesia_frigida","CHY",6,2,"int",2019,4.25
16,"Artemesia_frigida","SGS",30,10,"con",2019,1.5
16,"Artemesia_frigida","CHY",14,5,"con",2012,1.75
16,"Artemesia_frigida","SGS",29,10,"chr",2018,9
16,"Artemesia_frigida","SGS",11,4,"int",2021,0.25
16,"Artemesia_frigida","CHY",9,3,"chr",2018,5.5
16,"Artemesia_frigida","CHY",17,6,"chr",2016,8
16,"Artemesia_frigida","CHY",16,6,"int",2021,2.75
16,"Artemesia_frigida","CHY",25,9,"chr",2013,1
16,"Artemesia_frigida","CHY",25,9,"chr",2018,3.5
16,"Artemesia_frigida","SGS",22,8,"int",2019,1
16,"Artemesia_frigida","SGS",19,7,"int",2017,7.75
16,"Artemesia_frigida","CHY",22,8,"chr",2017,1.25
16,"Artemesia_frigida","CHY",19,7,"int",2021,4.25
16,"Artemesia_frigida","SGS",12,4,"chr",2017,3
16,"Artemesia_frigida","SGS",27,9,"con",2021,0.5
16,"Artemesia_frigida","CHY",3,1,"con",2016,10
16,"Artemesia_frigida","SGS",8,3,"con",2020,0.25
16,"Artemesia_frigida","SGS",16,6,"con",2018,8.75
16,"Artemesia_frigida","SGS",14,5,"chr",2021,3
16,"Artemesia_frigida","CHY",9,3,"chr",2012,0.25
16,"Artemesia_frigida","SGS",7,3,"chr",2015,4.25
16,"Artemesia_frigida","SGS",9,3,"int",2017,2.5
16,"Artemesia_frigida","CHY",8,3,"con",2012,1
16,"Artemesia_frigida","CHY",1,1,"int",2016,8.5
16,"Artemesia_frigida","SGS",19,7,"int",2018,1.75
16,"Artemesia_frigida","SGS",28,10,"int",2021,0.25
16,"Artemesia_frigida","CHY",21,7,"con",2021,2
16,"Artemesia_frigida","SGS",21,7,"chr",2014,1.5
16,"Artemesia_frigida","SGS",17,6,"int",2019,3.25
16,"Artemesia_frigida","SGS",10,4,"con",2015,16.5
16,"Artemesia_frigida","SGS",8,3,"con",2012,0.5
16,"Artemesia_frigida","CHY",29,10,"con",2015,2
16,"Artemesia_frigida","SGS",13,5,"con",2014,5
16,"Artemesia_frigida","SGS",15,5,"int",2012,0.5
16,"Artemesia_frigida","CHY",16,6,"int",2017,4
16,"Artemesia_frigida","SGS",12,4,"chr",2012,0.5
16,"Artemesia_frigida","SGS",3,1,"int",2014,0.25
16,"Artemesia_frigida","CHY",26,9,"con",2018,7.5
16,"Artemesia_frigida","CHY",5,2,"con",2016,6.75
16,"Artemesia_frigida","CHY",12,4,"con",2019,2.75
16,"Artemesia_frigida","CHY",18,6,"con",2016,17
16,"Artemesia_frigida","SGS",4,2,"con",2016,5.75
16,"Artemesia_frigida","CHY",3,1,"con",2012,1.75
16,"Artemesia_frigida","SGS",24,8,"chr",2019,9.75
16,"Artemesia_frigida","SGS",2,1,"chr",2017,5.75
16,"Artemesia_frigida","SGS",3,1,"int",2017,0.25
16,"Artemesia_frigida","CHY",21,7,"con",2019,5.5
16,"Artemesia_frigida","SGS",7,3,"chr",2016,1.75
16,"Artemesia_frigida","SGS",12,4,"chr",2019,2
16,"Artemesia_frigida","CHY",3,1,"con",2021,2
16,"Artemesia_frigida","CHY",13,5,"int",2019,1.5
16,"Artemesia_frigida","CHY",27,9,"int",2013,4.5
16,"Artemesia_frigida","CHY",9,3,"chr",2020,0.25
16,"Artemesia_frigida","SGS",22,8,"int",2020,0.25
16,"Artemesia_frigida","SGS",18,6,"chr",2016,0.5
16,"Artemesia_frigida","CHY",23,8,"con",2017,5.75
16,"Artemesia_frigida","CHY",2,1,"chr",2014,7.5
16,"Artemesia_frigida","CHY",15,5,"chr",2016,6
16,"Artemesia_frigida","CHY",20,7,"chr",2014,7.75
16,"Artemesia_frigida","CHY",8,3,"con",2021,0.25
16,"Artemesia_frigida","SGS",18,6,"chr",2019,1
16,"Artemesia_frigida","CHY",10,4,"chr",2019,6
16,"Artemesia_frigida","CHY",9,3,"chr",2019,8.75
16,"Artemesia_frigida","SGS",9,3,"int",2014,0.25
16,"Artemesia_frigida","SGS",3,1,"int",2018,0.25
16,"Artemesia_frigida","SGS",20,7,"con",2021,1.5
16,"Artemesia_frigida","CHY",19,7,"int",2017,4.25
16,"Artemesia_frigida","CHY",18,6,"con",2014,15.75
16,"Artemesia_frigida","SGS",25,9,"chr",2021,1.5
16,"Artemesia_frigida","CHY",5,2,"con",2020,0.5
16,"Artemesia_frigida","SGS",25,9,"chr",2016,2
16,"Artemesia_frigida","CHY",30,10,"chr",2021,0.25
16,"Artemesia_frigida","SGS",14,5,"chr",2016,3
16,"Artemesia_frigida","CHY",5,2,"con",2018,1.25
16,"Artemesia_frigida","CHY",22,8,"chr",2019,2.75
16,"Artemesia_frigida","CHY",10,4,"chr",2018,4.25
16,"Artemesia_frigida","CHY",4,2,"chr",2018,1.25
16,"Artemesia_frigida","SGS",16,6,"con",2019,6.75
16,"Artemesia_frigida","SGS",16,6,"con",2014,2.25
16,"Artemesia_frigida","CHY",25,9,"chr",2014,2.75
16,"Artemesia_frigida","CHY",23,8,"con",2012,1
16,"Artemesia_frigida","CHY",6,2,"int",2012,3
16,"Artemesia_frigida","SGS",23,8,"con",2019,4
16,"Artemesia_frigida","SGS",26,9,"int",2015,5
16,"Artemesia_frigida","CHY",15,5,"chr",2020,0.25
16,"Artemesia_frigida","CHY",28,10,"int",2014,1.25
16,"Artemesia_frigida","CHY",4,2,"chr",2017,0.25
16,"Artemesia_frigida","CHY",21,7,"con",2014,17
16,"Artemesia_frigida","SGS",11,4,"int",2014,0.75
16,"Artemesia_frigida","CHY",20,7,"chr",2021,0.75
16,"Artemesia_frigida","SGS",28,10,"int",2020,1.25
16,"Artemesia_frigida","CHY",11,4,"int",2014,14.5
16,"Artemesia_frigida","SGS",16,6,"con",2013,0.25
16,"Artemesia_frigida","SGS",20,7,"con",2016,5
16,"Artemesia_frigida","CHY",13,5,"int",2018,1.25
16,"Artemesia_frigida","SGS",17,6,"int",2016,2.25
16,"Artemesia_frigida","CHY",11,4,"int",2012,1.75
16,"Artemesia_frigida","CHY",5,2,"con",2015,9
16,"Artemesia_frigida","CHY",22,8,"chr",2012,0.25
16,"Artemesia_frigida","CHY",4,2,"chr",2014,0.5
16,"Artemesia_frigida","CHY",1,1,"int",2013,4.75
16,"Artemesia_frigida","CHY",8,3,"con",2016,5.5
16,"Artemesia_frigida","SGS",12,4,"chr",2020,2.75
16,"Artemesia_frigida","SGS",14,5,"chr",2020,0.75
16,"Artemesia_frigida","CHY",24,8,"int",2017,3.25
16,"Artemesia_frigida","CHY",1,1,"int",2015,7.75
16,"Artemesia_frigida","CHY",13,5,"int",2017,0.75
16,"Artemesia_frigida","CHY",10,4,"chr",2012,1.5
16,"Artemesia_frigida","SGS",13,5,"con",2013,1
16,"Artemesia_frigida","CHY",27,9,"int",2019,7.25
16,"Artemesia_frigida","SGS",10,4,"con",2019,7
16,"Artemesia_frigida","SGS",18,6,"chr",2014,1
16,"Artemesia_frigida","SGS",29,10,"chr",2012,1.75
16,"Artemesia_frigida","CHY",8,3,"con",2015,5.25
16,"Artemesia_frigida","SGS",14,5,"chr",2012,0.25
16,"Artemesia_frigida","SGS",17,6,"int",2014,0.75
16,"Artemesia_frigida","CHY",24,8,"int",2013,2
16,"Artemesia_frigida","CHY",25,9,"chr",2015,1.25
16,"Artemesia_frigida","CHY",20,7,"chr",2018,0.5
16,"Artemesia_frigida","CHY",20,7,"chr",2020,0.5
16,"Artemesia_frigida","CHY",25,9,"chr",2012,0.25
16,"Artemesia_frigida","SGS",29,10,"chr",2016,2.75
16,"Artemesia_frigida","SGS",13,5,"con",2015,8.25
16,"Artemesia_frigida","SGS",17,6,"int",2015,4.25
16,"Artemesia_frigida","SGS",8,3,"con",2014,1
16,"Artemesia_frigida","SGS",19,7,"int",2015,6
16,"Artemesia_frigida","CHY",7,3,"int",2014,10.5
16,"Artemesia_frigida","CHY",30,10,"chr",2013,0.25
16,"Artemesia_frigida","CHY",19,7,"int",2019,7.75
16,"Artemesia_frigida","CHY",21,7,"con",2012,1.75
16,"Artemesia_frigida","CHY",21,7,"con",2020,0.5
16,"Artemesia_frigida","CHY",25,9,"chr",2017,1.75
16,"Artemesia_frigida","SGS",4,2,"con",2021,1
16,"Artemesia_frigida","SGS",24,8,"chr",2016,2.5
16,"Artemesia_frigida","CHY",26,9,"con",2017,3.5
16,"Artemesia_frigida","SGS",15,5,"int",2021,0.25
16,"Artemesia_frigida","CHY",26,9,"con",2016,6.5
16,"Artemesia_frigida","CHY",12,4,"con",2013,1.25
16,"Artemesia_frigida","CHY",9,3,"chr",2015,1.5
16,"Artemesia_frigida","SGS",6,2,"chr",2019,0.5
16,"Artemesia_frigida","SGS",5,2,"int",2014,1.25
16,"Artemesia_frigida","SGS",18,6,"chr",2021,5.5
16,"Artemesia_frigida","CHY",14,5,"con",2018,3
16,"Artemesia_frigida","SGS",1,1,"con",2017,0.25
16,"Artemesia_frigida","CHY",14,5,"con",2017,4
16,"Artemesia_frigida","CHY",28,10,"int",2019,7.75
16,"Artemesia_frigida","CHY",8,3,"con",2014,7.5
16,"Artemesia_frigida","CHY",14,5,"con",2019,3.5
16,"Artemesia_frigida","SGS",13,5,"con",2018,19.75
16,"Artemesia_frigida","CHY",18,6,"con",2012,1.25
16,"Artemesia_frigida","CHY",27,9,"int",2016,9
16,"Artemesia_frigida","CHY",27,9,"int",2020,0.5
16,"Artemesia_frigida","SGS",27,9,"con",2016,4
16,"Artemesia_frigida","CHY",28,10,"int",2021,3.75
16,"Artemesia_frigida","SGS",8,3,"con",2021,1
16,"Artemesia_frigida","SGS",10,4,"con",2016,17
16,"Artemesia_frigida","SGS",24,8,"chr",2021,0.25
16,"Artemesia_frigida","CHY",30,10,"chr",2018,0.25
16,"Artemesia_frigida","SGS",18,6,"chr",2015,2.25
16,"Artemesia_frigida","CHY",20,7,"chr",2015,14.5
16,"Artemesia_frigida","CHY",19,7,"int",2016,7.25
16,"Artemesia_frigida","SGS",11,4,"int",2018,2.25
16,"Artemesia_frigida","CHY",7,3,"int",2019,10.25
16,"Artemesia_frigida","CHY",25,9,"chr",2019,6.25
16,"Artemesia_frigida","CHY",11,4,"int",2013,3.75
16,"Artemesia_frigida","CHY",28,10,"int",2018,5.25
16,"Artemesia_frigida","CHY",21,7,"con",2017,7.75
16,"Artemesia_frigida","SGS",21,7,"chr",2020,1
16,"Artemesia_frigida","SGS",5,2,"int",2019,1.5
16,"Artemesia_frigida","CHY",22,8,"chr",2015,1.75
16,"Artemesia_frigida","SGS",24,8,"chr",2015,3.5
16,"Artemesia_frigida","CHY",26,9,"con",2015,7
16,"Artemesia_frigida","SGS",17,6,"int",2021,0.25
16,"Artemesia_frigida","SGS",26,9,"int",2014,0.75
16,"Artemesia_frigida","SGS",14,5,"chr",2014,1.5
16,"Artemesia_frigida","CHY",6,2,"int",2018,1.5
16,"Artemesia_frigida","SGS",15,5,"int",2013,0.5
16,"Artemesia_frigida","CHY",23,8,"con",2013,2.5
16,"Artemesia_frigida","SGS",17,6,"int",2017,6
16,"Artemesia_frigida","CHY",9,3,"chr",2014,2.75
16,"Artemesia_frigida","CHY",27,9,"int",2014,10.25
16,"Artemesia_frigida","SGS",21,7,"chr",2018,0.75
16,"Artemesia_frigida","CHY",4,2,"chr",2019,2
16,"Artemesia_frigida","CHY",24,8,"int",2021,1.75
16,"Artemesia_frigida","CHY",1,1,"int",2017,5.75
16,"Artemesia_frigida","CHY",27,9,"int",2018,6.5
16,"Artemesia_frigida","CHY",24,8,"int",2014,4.75
16,"Artemesia_frigida","CHY",1,1,"int",2014,6.5
16,"Artemesia_frigida","CHY",12,4,"con",2018,1.75
16,"Artemesia_frigida","SGS",27,9,"con",2019,1
16,"Artemesia_frigida","SGS",13,5,"con",2017,30
16,"Artemesia_frigida","CHY",15,5,"chr",2014,13.75
16,"Artemesia_frigida","SGS",24,8,"chr",2018,8
16,"Artemesia_frigida","SGS",9,3,"int",2015,2.75
16,"Artemesia_frigida","CHY",7,3,"int",2015,6.75
16,"Artemesia_frigida","CHY",29,10,"con",2016,3.5
16,"Artemesia_frigida","SGS",1,1,"con",2018,0.5
16,"Artemesia_frigida","SGS",15,5,"int",2017,10
16,"Artemesia_frigida","SGS",11,4,"int",2016,1.75
16,"Artemesia_frigida","CHY",14,5,"con",2020,0.25
16,"Artemesia_frigida","SGS",7,3,"chr",2014,0.75
16,"Artemesia_frigida","CHY",25,9,"chr",2016,1.75
16,"Artemesia_frigida","SGS",26,9,"int",2020,0.75
16,"Artemesia_frigida","SGS",28,10,"int",2016,3
16,"Artemesia_frigida","SGS",16,6,"con",2012,0.5
16,"Artemesia_frigida","CHY",6,2,"int",2013,7
16,"Artemesia_frigida","CHY",22,8,"chr",2020,0.25
16,"Artemesia_frigida","CHY",19,7,"int",2015,8.5
16,"Artemesia_frigida","CHY",2,1,"chr",2018,4.5
16,"Artemesia_frigida","CHY",22,8,"chr",2013,0.5
16,"Artemesia_frigida","SGS",11,4,"int",2015,3
16,"Artemesia_frigida","SGS",29,10,"chr",2014,2.5
16,"Artemesia_frigida","CHY",26,9,"con",2013,2.25
16,"Artemesia_frigida","CHY",12,4,"con",2012,0.5
16,"Artemesia_frigida","SGS",3,1,"int",2020,0.25
16,"Artemesia_frigida","SGS",12,4,"chr",2021,5.5
16,"Artemesia_frigida","SGS",21,7,"chr",2017,6.5
16,"Artemesia_frigida","SGS",28,10,"int",2018,4.5
16,"Artemesia_frigida","CHY",15,5,"chr",2012,1.25
16,"Artemesia_frigida","CHY",15,5,"chr",2018,4.75
16,"Artemesia_frigida","SGS",30,10,"con",2014,1
16,"Artemesia_frigida","CHY",3,1,"con",2015,10.5
16,"Artemesia_frigida","SGS",5,2,"int",2015,5.25
16,"Artemesia_frigida","SGS",28,10,"int",2015,6.75
16,"Artemesia_frigida","CHY",18,6,"con",2020,0.5
16,"Artemesia_frigida","SGS",14,5,"chr",2017,7.5
16,"Artemesia_frigida","CHY",1,1,"int",2019,6.5
16,"Artemesia_frigida","SGS",17,6,"int",2020,1.75
16,"Artemesia_frigida","SGS",11,4,"int",2017,2.5
16,"Artemesia_frigida","CHY",4,2,"chr",2016,1
16,"Artemesia_frigida","SGS",16,6,"con",2020,0.25
16,"Artemesia_frigida","SGS",28,10,"int",2017,6.25
16,"Artemesia_frigida","SGS",19,7,"int",2021,0.25
16,"Artemesia_frigida","SGS",17,6,"int",2018,1.5
16,"Artemesia_frigida","SGS",21,7,"chr",2021,1.25
16,"Artemesia_frigida","CHY",25,9,"chr",2020,1.5
16,"Artemesia_frigida","CHY",9,3,"chr",2017,2
16,"Artemesia_frigida","SGS",25,9,"chr",2017,5.25
16,"Artemesia_frigida","SGS",27,9,"con",2018,8.75
16,"Artemesia_frigida","CHY",19,7,"int",2014,7.5
16,"Artemesia_frigida","CHY",8,3,"con",2019,5.75
16,"Artemesia_frigida","SGS",23,8,"con",2014,0.25
16,"Artemesia_frigida","CHY",5,2,"con",2013,7
16,"Artemesia_frigida","SGS",23,8,"con",2017,3.25
16,"Artemesia_frigida","SGS",29,10,"chr",2019,9.75
16,"Artemesia_frigida","SGS",3,1,"int",2021,0.75
16,"Artemesia_frigida","SGS",8,3,"con",2016,8.25
16,"Artemesia_frigida","SGS",25,9,"chr",2015,4.75
16,"Artemesia_frigida","CHY",16,6,"int",2018,4.25
16,"Artemesia_frigida","SGS",12,4,"chr",2015,2.5
16,"Artemesia_frigida","CHY",23,8,"con",2016,10.5
16,"Artemesia_frigida","SGS",21,7,"chr",2016,4.5
16,"Artemesia_frigida","SGS",16,6,"con",2015,6.25
16,"Artemesia_frigida","SGS",10,4,"con",2017,21.5
16,"Artemesia_frigida","CHY",2,1,"chr",2021,1
16,"Artemesia_frigida","CHY",12,4,"con",2017,1.5
16,"Artemesia_frigida","CHY",15,5,"chr",2015,10
16,"Artemesia_frigida","CHY",17,6,"chr",2015,11.5
16,"Artemesia_frigida","SGS",12,4,"chr",2016,2.75
16,"Artemesia_frigida","CHY",9,3,"chr",2021,1.5
16,"Artemesia_frigida","CHY",14,5,"con",2015,15
16,"Artemesia_frigida","CHY",30,10,"chr",2015,0.25
16,"Artemesia_frigida","CHY",7,3,"int",2016,7.5
16,"Artemesia_frigida","SGS",29,10,"chr",2017,14.25
16,"Artemesia_frigida","CHY",29,10,"con",2019,13
16,"Artemesia_frigida","SGS",13,5,"con",2019,12.5
16,"Artemesia_frigida","CHY",16,6,"int",2020,2.25
16,"Artemesia_frigida","SGS",15,5,"int",2020,0.5
16,"Artemesia_frigida","CHY",10,4,"chr",2021,1.25
16,"Artemesia_frigida","SGS",16,6,"con",2021,3.25
16,"Artemesia_frigida","CHY",27,9,"int",2015,7.75
16,"Artemesia_frigida","CHY",17,6,"chr",2017,5
16,"Artemesia_frigida","CHY",15,5,"chr",2021,0.5
16,"Artemesia_frigida","CHY",28,10,"int",2015,1.5
16,"Artemesia_frigida","SGS",26,9,"int",2018,1.75
16,"Artemesia_frigida","CHY",11,4,"int",2020,1.75
16,"Artemesia_frigida","CHY",11,4,"int",2018,9
16,"Artemesia_frigida","SGS",18,6,"chr",2017,0.25
16,"Artemesia_frigida","CHY",3,1,"con",2019,5.75
16,"Artemesia_frigida","SGS",25,9,"chr",2020,2.25
16,"Artemesia_frigida","CHY",24,8,"int",2019,6.25
16,"Artemesia_frigida","CHY",29,10,"con",2012,0.5
16,"Artemesia_frigida","SGS",30,10,"con",2016,4.25
16,"Artemesia_frigida","CHY",6,2,"int",2020,1.5
16,"Artemesia_frigida","SGS",2,1,"chr",2014,1
16,"Artemesia_frigida","SGS",2,1,"chr",2018,3.25
16,"Artemesia_frigida","SGS",25,9,"chr",2018,5.25
16,"Artemesia_frigida","CHY",20,7,"chr",2019,1.5
16,"Artemesia_frigida","CHY",22,8,"chr",2014,0.5
16,"Artemesia_frigida","SGS",30,10,"con",2021,0.5
16,"Artemesia_frigida","CHY",10,4,"chr",2014,3.75
16,"Artemesia_frigida","SGS",7,3,"chr",2018,5.5
16,"Artemesia_frigida","CHY",2,1,"chr",2020,1
16,"Artemesia_frigida","SGS",15,5,"int",2018,3.75
16,"Artemesia_frigida","CHY",21,7,"con",2013,6.5
16,"Artemesia_frigida","CHY",16,6,"int",2014,1.5
16,"Artemesia_frigida","SGS",18,6,"chr",2020,1.5
16,"Artemesia_frigida","SGS",13,5,"con",2016,8.25
16,"Artemesia_frigida","CHY",18,6,"con",2013,5.75
16,"Artemesia_frigida","SGS",3,1,"int",2016,1.5
16,"Artemesia_frigida","CHY",29,10,"con",2021,2.5
16,"Artemesia_frigida","CHY",26,9,"con",2019,11.5
16,"Artemesia_frigida","CHY",6,2,"int",2021,2.5
16,"Artemesia_frigida","SGS",20,7,"con",2018,7.5
16,"Artemesia_frigida","SGS",27,9,"con",2014,0.75
16,"Artemesia_frigida","CHY",14,5,"con",2021,0.75
16,"Artemesia_frigida","CHY",23,8,"con",2019,9
16,"Artemesia_frigida","SGS",22,8,"int",2015,3.5
